COWCODE,STATE,REG_START,REG_END,REG_PARTY,REG_REINST,ELITE_NAME,ELITE_PARTY,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_FEMALE,ELITE_REENTER,ELITE_REEXIT,ELITE_ENTERAGE,ELITE_EXITAGE,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE,ELITE_EXITLEADER,ELITE_REPOSITION,ELITE_OCCUPATION,EC_GR_2Y
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Vasilichi, Gheorghe",,7/9/1902,31/10/1974,0,21/10/1945,27/5/1952,43.15068493,49.75342466,6.602739726,Demotion,No Punishment,Gheorghiu-Dej,,Tinsmith,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Vâlcu, Vasile",,26/9/1910,11/2/1999,0,28/11/1974,23/11/1979,64.21643836,69.20547945,4.989041096,Demotion,No Punishment,Ceausescu,,Tailor,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Verdeț, Ilie",,10/5/1925,20/3/2001,0,12/8/1969,24/6/1986,44.28767123,61.16438356,16.87671233,Demotion,No Punishment,Ceausescu,,Miner,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Voitec, Ștefan",,19/6/1900,4/12/1984,0,24/2/1948,24/7/1965,47.71506849,65.13972603,17.42465753,Demotion,No Punishment,Ceausescu,,Journalist,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Voitec, Ștefan",,19/6/1900,4/12/1984,0,28/11/1974,4/12/1984,74.49315068,84.51780822,10.02465753,Death,,Ceausescu,,Journalist,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Winter, Richard (Gheorghie)",,15/5/1934,?/?/1994,0,28/11/1974,24/11/1989,40.56712329,55.56712329,15,Demotion,No Punishment,Ceausescu,,Turner,-3.15
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Zayed II bin Sultan Al Nahyan of Abu Dhabi,,6/5/1918,2/11/2004,0,2/12/1971,2/11/2004,53.6109589,86.55342466,32.94246575,Death - Natural,,Zayed Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Khalifa bin Zayed Al Nahyan of Abu Dhabi,,7/9/1948,,0,2/11/2004,,56.19178082,,,,,,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Rashid bin Saeed al Maktoum of Dubai,,11/6/1912,7/10/1990,0,2/12/1971,7/10/1990,59.51506849,78.37534247,18.86027397,Death - Natural,,Zayed Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Maktoum bin Rashid al Maktoum of Dubai,,15/8/1943,4/1/2006,0,7/10/1990,4/1/2006,47.17808219,62.43287671,15.25479452,Death - Natural,,Khalifa Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Mohammed bin Rashid al Maktoum of Dubai,,15/7/1949,,0,4/1/2006,,56.51232877,,,,,,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Khalid bin Muhammad Al-Qasimi of Sharjah,,?/?/1931,25/1/1972,0,2/12/1971,25/1/1972,,,0.1479452055,Assassination,,Zayed Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Sultan bin Muhammad Al-Qasimi of Sharjah,,2/7/1939,,0,25/1/1972,,32.5890411,,,,,,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Rashid bin Humaid al Nuaimi of Ajman,,?/?/1902,6/9/1981,0,2/12/1971,6/9/1981,,,9.769863014,Death - Natural,,Zayed Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Humaid bin Rashid Al Nuaimi of Ajman,,10/3/1931,,0,6/9/1981,,50.52876712,,,,,,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Mohammed bin Hamad Al Sharqi of Fujairah,,?/?/1908,6/9/1974,0,2/12/1971,6/9/1974,,,2.764383562,Death - Natural,,Zayed Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Hamad bin Mohammed Al Sharqi of Fujairah,,25/9/1948,,0,6/9/1974,,25.96438356,,,,,,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Ahmad bin Rashid Al Mualla of Umm al-Quwain,,?/?/1902,21/2/1981,0,2/12/1971,21/2/1981,,,9.230136986,Death - Natural,,Zayed Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Rashid bin Ahmad Al Mualla of Umm al-Quwain,,?/?/1932,2/1/2009,0,21/2/1981,2/1/2009,,,27.88219178,Death - Natural,,Khalifa Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Saud bin Rashid Al Mu'alla of Umm al-Quwain,,1/10/1952,,0,2/1/2009,,56.29315068,,,,,,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Saqr bin Mohammad Al Qassimi of Ras al-Khaimah,,9/4/1918,27/10/2010,0,2/10/1972,27/10/2010,54.52054795,92.61369863,38.09315068,Death - Natural,,Khalifa Al Nahyan,,,1.75
696,UAE,2/12/1971,,,Federal Supreme Council,Sheikh Saud bin Saqr Al Qasimi of Ras al-Khaimah,,10/2/1956,,0,27/10/2010,,54.74794521,,,,,,,,1.75
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Aliyev, Geydar",,10/5/1923,12/12/2003,0,5/3/1976,21/10/1987,52.85753425,64.49315068,11.63561644,Resignation,No Punishment,Gorbachev,,State security,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Andreyev, Andrei Andreevich",,10/30/1895,5/12/1971,0,23/7/1926,5/10/1952,32.15616438,56.96986301,26.22191781,Demotion,No Punishment,Stalin,,Trade unionist,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Andrianov, Vasily Mikhailovich",,21/3/1902,3/10/1978,0,16/10/1952,6/3/1953,50.60821918,50.99452055,0.3863013699,Demotion,No Punishment,Malenkov,,Railway worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Andropov, Yuri Vladimirovich",,15/6/1914,9/2/1984,0,21/6/1967,9/2/1984,53.05205479,69.70136986,16.64931507,Death,,Andropov,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Aristov, Averky Borisovich",,22/10/1903,11/7/1973,0,16/10/1952,6/3/1953,49.01917808,49.40547945,0.3863013699,Demotion,No Punishment,Malenkov,,Fishery worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Aristov, Averky Borisovich",,22/10/1903,11/7/1973,0,29/6/1957,31/10/1961,53.72328767,58.06575342,4.342465753,Demotion,No Punishment,Khrushchev,,Fishery worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Bagirov, Mir",,9/17/1896,7/5/1956,0,6/3/1953,7/7/1953,56.5013986,56.83835616,0.3369863014,Expulsion,Execution,Malenkov,,Teacher,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Belyaev, Nikolai Ilyich",,1/2/1903,28/10/1966,0,29/7/1957,4/5/1960,54.5260274,57.29315068,2.767123288,Demotion,No Punishment,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Bauman, Karl Yanovich",,8/17/1892,14/10/1937,0,29/4/1929,13/7/1930,36.72054795,37.9260274,1.205479452,Demotion,No Punishment,Stalin,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Beria, Lavrentiy Pavlovich",,3/29/1899,23/12/1953,0,22/3/1939,7/7/1953,30,54.30958904,14.30410959,Expulsion,Execution,Malenkov,,State security,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Biryukova, Aleksandra Pavlovna",,25/2/1929,20/2/2008,1,30/9/1988,14/7/1990,59.63561644,61.42191781,1.78630137,Demotion,No Punishment,Gorbachev,,Trade unionist,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Brezhnev, Leonid Ilyich",,19/12/1906,10/11/1982,0,16/10/1952,6/3/1953,45.85753425,46.24383562,0.3863013699,Demotion,No Punishment,Malenkov,,Metallurgical engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Brezhnev, Leonid Ilyich",,19/12/1906,10/11/1982,0,27/2/1956,10/11/1982,49.22465753,75.94520548,26.72054795,Death,,Brezhnev,,Metallurgical engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Bukharin, Nikolai Ivanovich",,10/9/1888,15/3/1938,0,30/12/1922,17/11/1929,34.07671233,41.13150685,6.887671233,Demotion,No Punishment,Stalin,,Newspaper editor,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Bukharin, Nikolai Ivanovich",,6/11/1895,24/2/1975,0,18/3/1946,5/9/1958,50.8,63.27671233,12.47671233,Resignation,No Punishment,Khrushchev,,Newspaper editor,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Burokevičius, Mykolas",,7/10/1927,20/1/2016,0,14/7/1990,24/8/1991,62.8109589,63.92328767,1.112328767,Regime Change,,,,Machinist,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Chebrikov, Viktor Mikhailovich",,27/4/1923,2/7/1999,0,26/12/1983,20/9/1989,60.70684932,66.44657534,5.739726027,Resignation,No Punishment,Gorbachev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Chernenko, Konstantin Ustinovich",,24/9/1911,10/3/1985,0,3/10/1977,10/3/1985,66.07123288,73.50958904,7.438356164,Death,,Chernenko,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Chesnokov, Dmitry Ivanovich",,25/10/1910,17/9/1973,0,16/10/1952,6/3/1953,42.00547945,42.39178082,0.3863013699,Demotion,No Punishment,Malenkov,,Academic lecturer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Chubar, Vlas Yakovlevich",,2/22/1891,26/2/1936,0,3/11/1926,16/6/1938,35.71780822,47.34246575,11.62465753,Expulsion,Execution,Stalin,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Demichev, Petr Nikovich",,21/12/1917,10/8/2010,0,16/11/1964,30/9/1988,46.9369863,70.82465753,23.88767123,Resignation,No Punishment,Gorbachev,,Mechanican engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Dolgikh, Vladimir Ivanovich",,5/12/1924,,0,24/5/1982,30/9/1988,57.50410959,63.8630137,6.35890411,Resignation,No Punishment,Gorbachev,,Engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Dzasokhov, Alexander Sergeyevich",,3/4/1934,,0,14/7/1990,24/8/1991,56.31780822,57.43013699,1.112328767,Regime Change,,,,Railway worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Dzerzhinsky, Feliks Edmundovich",,9/11/1877,20/7/2026,0,2/6/1924,20/7/1926,46.75342466,48.88493151,2.131506849,Death,,Stalin,,State security,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Yefremov, Leonid Nikolaevich",,25/5/1912,24/6/2007,0,23/11/1962,8/4/1966,50.53150685,53.90684932,3.375342466,Demotion,No Punishment,Brezhnev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Eykhe, Robert Indrikovich",,8/12/1890,2/2/1940,0,1/2/1935,1/12/1938,44.50136986,48.33424658,3.832876712,Expulsion,Execution,Stalin,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Frolov, Konstantin Vasil'evich",,1/9/1929,18/11/1999,0,14/7/1990,24/8/1991,60.90684932,62.01917808,1.112328767,Regime Change,,,,Academic director,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Frunze, Mikhail Vasil'evich",,2/2/1885,31/10/1925,0,2/6/1924,31/10/1925,39.35616438,40.76986301,1.41369863,Death,,Stalin,,Soldier,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Furtseva, Yekaterina Aleksevna",,7/12/1910,24/10/1974,1,27/2/1956,31/10/1961,45.25479452,50.93424658,5.679452055,Demotion,No Punishment,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Gorbachev, Mikhail Sergeyevich",,2/3/1931,,0,27/11/1979,24/8/1991,48.77260274,60.52054795,11.74794521,Regime Change,No Punishment,Gorbachev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Grechko, Andrei Antonovich",,4/10/1903,26/4/1976,0,27/4/1973,26/4/1976,69.6109589,72.6109589,3,Death,,Brezhnev,,Soldier,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Grishin, Viktor Vasil'evich",,18/9/1914,25/5/1992,0,31/10/1961,18/2/1986,47.15068493,71.46849315,24.31780822,Resignation,No Punishment,Gorbachev,,Train driver,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Gromyko, Andrei Andreevich",,18/7/1909,2/7/1989,0,27/4/1973,30/9/1988,63.81917808,79.25753425,15.43835616,Resignation,No Punishment,Gorbachev,,Diplomat,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Gumbaridze, Givi Grigor'evich",,22/3/1945,,0,14/7/1990,31/1/1991,45.34246575,45.89315068,0.5506849315,Resignation,No Punishment,Gorbachev,,State security,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Hurenko, Stanislav Ivanovich",,30/5/1936,14/4/2013,0,14/7/1990,24/8/1991,54.15890411,55.27123288,1.112328767,Regime Change,,,,Process engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Ignatov, Nikolay Grigor'evich",,3/5/1901,14/11/1966,0,16/10/1952,6/3/1953,51.49041096,51.87671233,0.3863013699,Demotion,No Punishment,Malenkov,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Ignatov, Nikolay Grigor'evich",,3/5/1901,14/11/1966,0,29/6/1957,31/10/1961,56.19452055,60.5369863,4.342465753,Demotion,No Punishment,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Ignat'ev, Semen Denisovich",,14/9/1904,27/11/1983,0,17/10/1952,6/3/1953,48.12328767,48.50684932,0.3835616438,Demotion,No Punishment,Malenkov,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Ivashko, Vladimir Antonovich",,28/10/1932,13/11/1994,0,9/12/1989,24/8/1991,57.15342466,58.86027397,1.706849315,Regime Change,,,,Mining engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kabanov, Ivan Grigorievich",,1/22/1898,2/7/1972,0,16/10/1952,6/3/1953,54.76986301,55.15616438,0.3863013699,Demotion,No Punishment,Malenkov,,Soldier,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kaganovich, Lazar Moisevich",,11/22/1893,25/7/1991,0,23/7/1926,29/6/1957,32.68767123,63.64383562,30.95616438,Expulsion,No Punishment,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kalinin, Mikhail Ivanovich",,11/19/1875,3/6/1946,0,30/12/1922,3/6/1946,47.14520548,70.58630137,23.44109589,Resignation,No Punishment,Stalin,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kalnberzin, Yan (Janis Kalnbērzinš)",,9/17/1893,4/2/1986,0,29/6/1957,31/10/1961,63.82465753,68.16712329,4.342465753,Demotion,No Punishment,Khrushchev,,Dockworker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kamenev, Lev Borisovich",,7/18/1883,25/8/1936,0,30/12/1922,23/10/1926,39.47945205,43.29589041,3.816438356,Expulsion,No Punishment,Stalin,,Union organizer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Karimov, Islam Abduganievich",,30/1/1938,2/9/2016,0,14/7/1990,24/8/1991,52.48767123,53.6,1.112328767,Regime Change,,,,Engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Khrushchev, Nikita Sergeyevich",,4/15/1894,11/9/1971,0,14/1/1938,14/10/1964,43.78082192,70.54794521,26.76712329,Resignation,No Punishment,Brezhnev,,Mechanic,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kirichenko, Aleksey Illarionovich",,12/2/1908,28/12/1975,0,6/6/1953,4/5/1960,45.34520548,52.26027397,6.915068493,Demotion,No Punishment,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kirilenko, Andrei Pavlovich",,8/9/1906,12/5/1990,0,29/6/1957,22/11/1982,50.84109589,76.25753425,25.41643836,Resignation,No Punishment,Andropov,,Fitter,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kirov, Sergey Mionovich",,3/27/1886,1/12/1934,0,23/7/1926,1/12/1934,40.35068493,48.71506849,8.364383562,Death,,Stalin,,Engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kisilev, Tikhon Yakovlevich",,30/7/1917,11/1/1983,0,21/10/1980,11/1/1983,63.27123288,65.49589041,2.224657534,Death,,Andropov,,Teacher,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Korotchenko, Demyan Sergeevich",,11/29/1894,7/4/1969,0,16/10/1952,6/3/1953,57.92054795,58.30684932,0.3863013699,Demotion,No Punishment,Malenkov,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Korotchenko, Demyan Sergeevich",,11/29/1894,7/4/1969,0,29/6/1957,31/10/1961,62.62465753,66.96712329,4.342465753,Demotion,No Punishment,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kosior, Stanislav Vikent'evich",,11/18/1889,26/2/1939,0,19/12/1927,1/1/1938,38.10958904,48.15342466,10.04383562,Expulsion,Execution,Stalin,,Worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kosygin, Aleksey Nikolaevich",,21/2/1904,18/12/1980,0,18/3/1946,5/3/1953,42.09863014,49.06849315,6.969863014,Demotion,No Punishment,Malenkov,,Technical worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kosygin, Aleksey Nikolaevich",,21/2/1904,18/12/1980,0,29/6/1957,21/10/1980,53.3890411,76.71780822,23.32876712,Resignation,No Punishment,Brezhnev,,Technical worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kozlov, Frol Romanovich",,18/8/1908,30/1/1965,0,14/2/1957,16/11/1964,48.5260274,56.28493151,7.75890411,Demotion,No Punishment,Brezhnev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kryuchkov, Vladimir Alexandrovich",,29/2/1924,23/12/2007,0,20/9/1989,14/7/1990,65.60273973,66.41643836,0.8136986301,Demotion,No Punishment,Gorbachev,,Lawyer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kulakov, Fyodor Davidovich",,4/2/1918,17/7/1978,0,9/4/1971,17/7/1978,53.2109589,60.48767123,7.276712329,Death,,Brezhnev,,Agronomist,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kunaev, Dinmukhamed Akhmedovich",,12/1/1912,22/8/1993,0,8/4/1966,28/1/1987,54.2739726,75.09589041,20.82191781,Resignation,No Punishment,Gorbachev,,Metalurgist,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kuusinen, Otto Vil'gel'movich",,10/4/1881,17/5/1964,0,16/10/1952,6/3/1953,71.08219178,71.46849315,0.3863013699,Demotion,No Punishment,Malenkov,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kuusinen, Otto Vil'gel'movich",,10/4/1881,17/5/1964,0,29/6/1957,17/5/1964,75.78630137,82.6739726,6.887671233,Death,,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kuybyshev, Valeryan Vladimirovich",,6/6/1888,25/1/1935,0,19/12/1927,25/1/1935,39.56164384,46.66849315,7.106849315,Death,,Stalin,,Economic administrator,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kuznetsov, Vasiliy Vasil'evich",,13/2/1901,5/6/1990,0,16/10/1952,6/3/1953,51.70684932,52.09315068,0.3863013699,Demotion,No Punishment,Malenkov,,Trade unionist,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Kuznetsov, Vasiliy Vasil'evich",,13/2/1901,5/6/1990,0,3/10/1977,6/3/1986,76.68767123,85.11506849,8.42739726,Resignation,No Punishment,Gorbachev,,Trade unionist,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Lenin, Vladimir Il'ich",,4/22/1870,21/1/1924,0,30/12/1922,21/1/1924,52.7260274,53.78630137,1.060273973,Death,,Lenin,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Ligachev, Yegor Kuz'mich",,29/12/1920,,0,23/4/1985,14/7/1990,64.35890411,69.58630137,5.22739726,Demotion,No Punishment,Gorbachev,,Engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Luchinsky, Petr Kirillovich",,27/1/1940,,0,14/7/1990,24/8/1991,50.49589041,51.60821918,1.112328767,Regime Change,,,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Lukyanov, Anatoly Ivanovich",,7/5/1930,9/1/2019,0,30/9/1988,14/7/1990,58.44109589,60.22739726,1.78630137,Demotion,No Punishment,Gorbachev,,Laywer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Makhkamov, Kakhar Makhamovich",,16/4/1932,8/6/2016,0,14/7/1990,24/8/1991,58.28219178,59.39452055,1.112328767,Regime Change,,,,Mining engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Malenkov, Georgy Maximilianovich",,8/1/1902,14/1/1988,0,21/2/1941,29/6/1957,39.14794521,55.50958904,16.36164384,Expulsion,No Punishment,Khrushchev,,Party functionary,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Malychev, Vyacheslav Aleksandrovich",,3/12/1902,20/2/1957,0,16/10/1952,6/3/1953,49.90410959,50.29041096,0.3863013699,Demotion,No Punishment,Malenkov,,Railway worker,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Masaliev, Absamat Masaliyevich",,10/4/1933,31/7/2004,0,14/7/1990,25/4/1991,57.29863014,58.07945205,0.7808219178,Resignation,No Punishment,Gorbachev,,Mining engineer,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Masherov, Petr Mironovich",,26/2/1918,4/10/1980,0,8/4/1966,4/10/1980,48.14520548,62.64657534,14.50136986,Death,,Brezhnev,,Teacher,-4.26
365,Soviet Union,30/12/1922,24/8/1991,Communist Party of the Soviet Union (KPSS),Politburo/Presidium,"Maslyukov, Yuriy Dmitrievich",,30/9/1937,1/4/2010,0,18/2/1988,14/7/1990,50.41917808,52.82191781,2.402739726,Demotion,No Punishment,Gorbachev,,Engineer,-4.26
